Name,Probability
DB00860,0.68
DB11372,0.68
DB08780,0.68
DB03785,0.68
DB08023,0.68
DB14632,0.68
DB11875,0.68
DB02390,0.68
DB07655,0.68
DB07535,0.68
DB02998,0.68
DB00959,0.68
DB06870,0.68
DB04338,0.68
DB01190,0.68
DB02019,0.6772037510656437
DB06930,0.6733333333333333
DB11551,0.6733333333333333
DB01952,0.6733333333333333
DB07149,0.6733333333333333
DB02591,0.6733333333333333
DB11429,0.6733333333333333
DB14625,0.6733333333333333
DB07563,0.6733333333333333
DB08575,0.6733333333333333
DB14681,0.6733333333333333
DB14646,0.6733333333333333
DB12787,0.6733333333333333
DB03254,0.6733333333333333
DB08532,0.6733333333333333
DB08652,0.6733333333333333
DB06918,0.6733333333333333
DB08440,0.6733333333333333
DB01572,0.6733333333333333
DB06710,0.6733333333333333
DB07584,0.6733333333333333
DB00820,0.6733333333333333
DB07508,0.6733333333333333
DB03037,0.670537084398977
DB06649,0.6688888888888889
DB06654,0.6688888888888889
DB08517,0.6682517482517483
DB06883,0.6666666666666666
DB00227,0.6666666666666666
DB08268,0.6666666666666666
DB14644,0.6666666666666666
DB01953,0.6666666666666666
DB08398,0.6666666666666666
DB00730,0.6666666666666666
DB08953,0.6666666666666666
DB06693,0.6666666666666666
DB09095,0.6666666666666666
DB14633,0.6666666666666666
DB02310,0.6666666666666666
DB08267,0.6666666666666666
DB13857,0.6666666666666666
DB04537,0.6666666666666666
DB08363,0.6666666666666666
DB14542,0.6666666666666666
DB01430,0.6666666666666666
DB04652,0.6666666666666666
DB00969,0.6666666666666666
DB00253,0.6666666666666666
DB00896,0.6666666666666666
DB08057,0.6666666666666666
DB04624,0.6650075414781298
DB03467,0.6615850815850816
DB14538,0.66
DB08055,0.66
DB14541,0.66
DB07595,0.66
DB13978,0.66
DB14714,0.66
DB08971,0.66
DB07242,0.66
DB08489,0.66
DB07301,0.66
DB00663,0.66
DB07647,0.66
DB08547,0.66
DB07524,0.66
DB12499,0.66
DB00547,0.66
DB00173,0.66
DB14543,0.66
DB07204,0.66
DB14540,0.66
DB07676,0.66
DB00223,0.66
DB00724,0.66
DB14544,0.66
DB11363,0.66
DB13094,0.66
DB14669,0.66
DB11157,0.655239926776238
DB03601,0.654918414918415
DB07373,0.6533333333333333
DB09091,0.6533333333333333
DB00603,0.6533333333333333
DB00384,0.6533333333333333
DB13113,0.6533333333333333
DB11830,0.6533333333333333
DB04070,0.6533333333333333
DB12899,0.6533333333333333
DB00641,0.6533333333333333
DB05087,0.6533333333333333
DB01273,0.6533333333333333
DB05288,0.6533333333333333
DB03744,0.6533333333333333
DB02789,0.6533333333333333
DB13563,0.6533333333333333
DB00443,0.6533333333333333
DB01234,0.6533333333333333
DB03164,0.6533333333333333
DB11440,0.6533333333333333
DB01130,0.6533333333333333
DB11619,0.6533333333333333
DB01523,0.6533333333333333
DB12553,0.6533333333333333
DB03065,0.6533333333333333
DB07012,0.6533333333333333
DB00324,0.6533333333333333
DB01384,0.6533333333333333
DB12369,0.6533333333333333
DB04816,0.6527593066211992
DB03336,0.6501449275362319
DB01380,0.6466666666666666
DB12200,0.6466666666666666
DB00367,0.6466666666666666
DB02168,0.6466666666666666
DB12048,0.6466666666666666
DB04630,0.6466666666666666
DB00705,0.6466666666666666
DB08619,0.6466666666666666
DB00378,0.6466666666666666
DB06166,0.6466666666666666
DB11622,0.6466666666666666
DB06850,0.6466666666666666
DB05186,0.6466666666666666
DB08061,0.6466666666666666
DB07953,0.6466666666666666
DB08054,0.6466666666666666
DB14643,0.6466666666666666
DB00717,0.6466666666666666
DB01451,0.6466666666666666
DB00294,0.6466666666666666
DB04324,0.6466666666666666
DB11978,0.6466666666666666
DB00620,0.6466666666666666
DB08970,0.6466666666666666
DB09197,0.6466666666666666
DB00693,0.6466666666666666
DB01541,0.6466666666666666
DB00591,0.6466666666666666
DB07966,0.6466666666666666
DB08317,0.6466666666666666
DB07764,0.6454545454545454
DB13175,0.6438704177323104
DB07758,0.6436363636363637
DB11994,0.6415850815850817
DB04274,0.6415850815850817
DB04829,0.64
DB09054,0.64
DB00894,0.64
DB01543,0.64
DB07105,0.64
DB01546,0.64
DB02010,0.64
DB01434,0.64
DB02195,0.64
DB07190,0.64
DB06780,0.64
DB00624,0.64
DB01540,0.64
DB04839,0.64
DB01708,0.64
DB03980,0.64
DB01536,0.64
DB08521,0.64
DB02568,0.64
DB08006,0.64
DB00769,0.64
DB06963,0.64
DB00522,0.64
DB12784,0.64
DB07557,0.64
DB12194,0.64
DB08537,0.64
DB08113,0.64
DB06876,0.64
DB13153,0.64
DB13169,0.64
DB08092,0.64
DB00953,0.64
DB14093,0.64
DB07206,0.64
DB05830,0.64
DB00180,0.64
DB04719,0.64
DB00741,0.64
DB08454,0.64
DB01013,0.64
DB07768,0.64
DB08557,0.6390476190476191
DB02909,0.636969696969697
DB08956,0.6333333333333333
DB09070,0.6333333333333333
DB01446,0.6333333333333333
DB01706,0.6333333333333333
DB08612,0.6333333333333333
DB12904,0.6333333333333333
DB09378,0.6333333333333333
DB00990,0.6333333333333333
DB00175,0.6333333333333333
DB04480,0.6333333333333333
DB07210,0.6333333333333333
DB11923,0.6333333333333333
DB07226,0.6333333333333333
DB11522,0.6333333333333333
DB14652,0.6333333333333333
DB09371,0.6333333333333333
DB14649,0.6333333333333333
DB14664,0.6333333333333333
DB06919,0.6333333333333333
DB04739,0.6333333333333333
DB08531,0.6333333333333333
DB08535,0.6333333333333333
DB08539,0.6333333333333333
DB14545,0.6333333333333333
DB03288,0.6333333333333333
DB01994,0.6333333333333333
DB07458,0.6333333333333333
DB07456,0.6333333333333333
DB00396,0.6333333333333333
DB13867,0.6333333333333333
DB08406,0.6333333333333333
DB13874,0.6333333333333333
DB00351,0.6333333333333333
DB02974,0.6333333333333333
DB14657,0.6333333333333333
DB08768,0.6333333333333333
DB14640,0.6333333333333333
DB14637,0.6333333333333333
DB01481,0.6333333333333333
DB07410,0.6327836504580691
DB13174,0.630537084398977
DB09211,0.6288888888888888
DB12110,0.6288888888888888
DB04452,0.6266666666666667
DB07457,0.6266666666666667
DB08083,0.6266666666666667
DB08905,0.6266666666666667
DB00619,0.6266666666666667
DB07375,0.6266666666666667
DB00993,0.6266666666666667
DB08166,0.6266666666666667
DB14221,0.6266666666666667
DB00421,0.6266666666666667
DB07161,0.6266666666666667
DB06730,0.6266666666666667
DB03351,0.6266666666666667
DB06589,0.6266666666666667
DB07164,0.6266666666666667
DB04693,0.6266666666666667
DB02586,0.6266666666666667
DB01627,0.6266666666666667
DB01456,0.6266666666666667
DB02191,0.6266666666666667
DB08648,0.6266666666666667
DB02365,0.6266666666666667
DB12740,0.6266666666666667
DB01561,0.6266666666666667
DB03534,0.6266666666666667
DB01443,0.6266666666666667
DB02438,0.6266666666666667
DB12598,0.6233333333333333
DB07651,0.6222222222222222
DB04367,0.6208888888888889
DB11725,0.62
DB08688,0.62
DB08308,0.62
DB02090,0.62
DB12096,0.62
DB04114,0.62
DB06137,0.62
DB01460,0.62
DB01222,0.62
DB13587,0.62
DB03490,0.62
DB08534,0.62
DB07284,0.62
DB09290,0.62
DB00633,0.62
DB02027,0.62
DB08224,0.62
DB08150,0.62
DB11428,0.62
DB00687,0.62
DB11446,0.62
DB00858,0.62
DB01488,0.62
DB02628,0.62
DB03520,0.62
DB06826,0.62
DB07952,0.62
DB08536,0.62
DB05381,0.62
DB14539,0.62
DB08730,0.62
DB07337,0.62
DB07585,0.62
DB14634,0.62
DB08075,0.62
DB06869,0.62
DB12005,0.62
DB07618,0.62
DB11115,0.62
DB12848,0.62
DB08653,0.62
DB08752,0.62
DB08759,0.62
DB08655,0.6190476190476191
DB02207,0.615
DB04824,0.6147603121516165
DB05779,0.6142222222222222
DB07812,0.6133333333333333
DB08304,0.6133333333333333
DB06144,0.6133333333333333
DB11880,0.6133333333333333
DB12314,0.6133333333333333
DB03385,0.6133333333333333
DB04104,0.6133333333333333
DB00929,0.6133333333333333
DB07703,0.6133333333333333
DB04622,0.6133333333333333
DB11911,0.6133333333333333
DB08270,0.6133333333333333
DB07965,0.6133333333333333
DB02197,0.6133333333333333
DB08074,0.6133333333333333
DB00518,0.6133333333333333
DB02906,0.6133333333333333
DB14187,0.6133333333333333
DB08149,0.6133333333333333
DB03777,0.6133333333333333
DB14596,0.6133333333333333
DB00846,0.6133333333333333
DB06579,0.6133333333333333
DB14670,0.6133333333333333
DB14717,0.6133333333333333
DB03730,0.6133333333333333
DB03030,0.6133333333333333
DB08877,0.6133333333333333
DB08148,0.6133333333333333
DB00770,0.6088888888888888
DB06412,0.6066666666666667
DB08936,0.6066666666666667
DB12561,0.6066666666666667
DB02299,0.6066666666666667
DB05448,0.6066666666666667
DB00691,0.6066666666666667
DB14156,0.6066666666666667
DB12308,0.6066666666666667
DB13981,0.6066666666666667
DB12972,0.6066666666666667
DB07305,0.6066666666666667
DB01744,0.6066666666666667
DB07267,0.6066666666666667
DB02817,0.6066666666666667
DB01033,0.6066666666666667
DB02924,0.6066666666666667
DB01185,0.6066666666666667
DB11371,0.6066666666666667
DB08538,0.6066666666666667
DB12966,0.6066666666666667
DB07179,0.6066666666666667
DB07042,0.6066666666666667
DB12380,0.6066666666666667
DB03997,0.6066666666666667
DB11345,0.6066666666666667
DB12506,0.6066666666666667
DB08340,0.6066666666666667
DB11791,0.6066666666666667
DB11481,0.6066666666666667
DB04898,0.6066666666666667
DB07061,0.6066666666666667
DB02842,0.6066666666666667
DB12106,0.6066666666666667
DB11859,0.6066666666666667
DB06169,0.6066666666666667
DB08292,0.6036363636363636
DB08153,0.6036363636363636
DB08293,0.6036363636363636
DB08346,0.6036363636363636
DB07899,0.6033333333333334
DB13016,0.6015850815850816
DB05475,0.6008888888888889
DB05804,0.6
DB06881,0.6
DB07629,0.6
DB12188,0.6
DB07912,0.6
DB12816,0.6
DB02616,0.6
DB12579,0.6
DB02538,0.6
DB07801,0.6
DB07452,0.6
DB07649,0.6
DB02671,0.6
DB07630,0.6
DB09421,0.6
DB07221,0.6
DB12270,0.6
DB11267,0.6
DB12903,0.6
DB02901,0.6
DB03239,0.6
DB07444,0.6
DB07859,0.6
DB14624,0.6
DB04310,0.6
DB02699,0.6
DB08558,0.6
DB06469,0.6
DB01392,0.6
DB08305,0.6
DB07447,0.6
DB08026,0.6
DB01503,0.6
DB01500,0.6
DB01485,0.6
DB01474,0.6
DB08708,0.6
DB07143,0.6
DB00353,0.6
DB04437,0.6
DB07107,0.6
DB00589,0.6
DB08287,0.6
DB07032,0.5969696969696969
DB08204,0.5968115942028985
DB02056,0.5955555555555555
DB03100,0.595
DB03515,0.5944437295094525
DB07648,0.5933333333333334
DB02414,0.5933333333333334
DB01927,0.5933333333333334
DB08349,0.5933333333333334
DB07078,0.5933333333333334
DB00482,0.5933333333333334
DB01047,0.5933333333333334
DB06585,0.5933333333333334
DB05772,0.5933333333333334
DB07435,0.5933333333333334
DB07514,0.5933333333333334
DB04434,0.5933333333333334
DB11763,0.5933333333333334
DB05786,0.5933333333333334
DB05514,0.5933333333333334
DB01184,0.5933333333333334
DB00555,0.5933333333333334
DB12355,0.5933333333333334
DB11936,0.5933333333333334
DB01889,0.5933333333333334
DB08511,0.5933333333333334
DB12588,0.5933333333333334
DB03476,0.5933333333333334
DB02854,0.5933333333333334
DB07233,0.5933333333333334
DB05442,0.5933333333333334
DB01342,0.5933333333333334
DB01420,0.5933333333333334
DB01395,0.5933333333333334
DB11185,0.5933333333333334
DB11337,0.5933333333333334
DB07434,0.5933333333333334
DB14660,0.5933333333333334
DB01809,0.5933333333333334
DB01253,0.5933333333333334
DB04608,0.5933333333333334
DB01569,0.5933333333333334
DB01455,0.5933333333333334
DB01046,0.5933333333333334
DB01524,0.5933333333333334
DB08512,0.5933333333333334
DB00964,0.5933333333333334
DB13009,0.5933333333333334
DB13871,0.5933333333333334
DB03384,0.5906666666666667
DB07588,0.5906666666666667
DB03682,0.5903030303030303
DB00903,0.5903030303030303
DB07095,0.59
DB08775,0.5888888888888889
DB01240,0.5888888888888889
DB12877,0.5883333333333334
DB02187,0.5877770628427857
DB12594,0.5870588235294117
DB08931,0.5866666666666667
DB11952,0.5866666666666667
DB06948,0.5866666666666667
DB01624,0.5866666666666667
DB12563,0.5866666666666667
DB08076,0.5866666666666667
DB07083,0.5866666666666667
DB04450,0.5866666666666667
DB11741,0.5866666666666667
DB00873,0.5866666666666667
DB13841,0.5866666666666667
DB08646,0.5866666666666667
DB11967,0.5866666666666667
DB03711,0.5866666666666667
DB14662,0.5866666666666667
DB02415,0.5866666666666667
DB07564,0.5866666666666667
DB12264,0.5866666666666667
DB00805,0.5866666666666667
DB01170,0.5866666666666667
DB08369,0.5866666666666667
DB02833,0.5866666666666667
DB02407,0.5866666666666667
DB07091,0.5866666666666667
DB00352,0.5866666666666667
DB11762,0.5866666666666667
DB08683,0.5866666666666667
DB08805,0.5866666666666667
DB12567,0.5866666666666667
DB07589,0.5866666666666667
DB03082,0.5866666666666667
DB12733,0.5866666666666667
DB07162,0.5866666666666667
DB07147,0.5866666666666667
DB14673,0.5866666666666667
DB08421,0.5866666666666667
DB06257,0.5866666666666667
DB08242,0.5866666666666667
DB04726,0.5866666666666667
DB08533,0.5866666666666667
DB06250,0.5866666666666667
DB00501,0.5866666666666667
DB00400,0.5846153846153846
DB04240,0.5838704177323103
DB08702,0.5836363636363636
DB06853,0.5833333333333334
DB12789,0.5822222222222222
DB08761,0.5822222222222222
DB03984,0.5822222222222222
DB03866,0.5822222222222222
DB12659,0.5816666666666667
DB14122,0.5815850815850816
DB07230,0.5812037510656436
DB07757,0.581110396176119
DB11478,0.5804479578392622
DB05212,0.58
DB12716,0.58
DB07633,0.58
DB09319,0.58
DB02278,0.58
DB07193,0.58
DB03789,0.58
DB11689,0.58
DB13951,0.58
DB06090,0.58
DB14126,0.58
DB04721,0.58
DB07815,0.58
DB04716,0.58
DB07379,0.58
DB03596,0.58
DB01862,0.58
DB02222,0.58
DB03619,0.58
DB02559,0.58
DB01186,0.58
DB08478,0.58
DB12998,0.58
DB01238,0.58
DB14746,0.58
DB03366,0.58
DB00967,0.58
DB08588,0.58
DB08755,0.58
DB05470,0.58
DB00185,0.58
DB04641,0.5772037510656437
DB08964,0.5755555555555555
DB08291,0.5755555555555555
DB01997,0.575
DB12591,0.5733333333333334
DB02961,0.5733333333333334
DB02644,0.5733333333333334
DB07244,0.5733333333333334
DB00875,0.5733333333333334
DB03649,0.5733333333333334
DB08463,0.5733333333333334
DB14071,0.5733333333333334
DB03028,0.5733333333333334
DB01028,0.5733333333333334
DB12474,0.5733333333333334
DB00786,0.5733333333333334
DB07133,0.5733333333333334
DB12305,0.5733333333333334
DB12505,0.5733333333333334
DB04847,0.5733333333333334
DB08422,0.5733333333333334
DB08921,0.5733333333333334
DB14659,0.5733333333333334
DB04283,0.5733333333333334
DB07829,0.5733333333333334
DB04347,0.5733333333333334
DB07072,0.5733333333333334
DB08895,0.5733333333333334
DB08774,0.5733333333333334
DB13121,0.5733333333333334
DB08351,0.5733333333333334
DB01526,0.5733333333333334
DB04936,0.5733333333333334
DB07937,0.5733333333333334
DB05586,0.5733333333333334
DB08142,0.5733333333333334
DB01554,0.5733333333333334
DB06622,0.5733333333333334
DB07861,0.5733333333333334
DB01782,0.5733333333333334
DB00261,0.5733333333333334
DB12377,0.5733333333333334
DB09015,0.5733333333333334
DB07951,0.5733333333333334
DB02659,0.5733333333333334
DB07232,0.5733333333333334
DB06777,0.5733333333333334
DB01586,0.5733333333333334
DB11640,0.5733333333333334
DB08843,0.5733333333333334
DB12986,0.5733333333333334
DB08703,0.5733333333333334
DB07901,0.5733333333333334
DB03811,0.5733333333333334
DB13868,0.5733333333333334
DB00304,0.5733333333333334
DB11789,0.5733333333333334
DB07175,0.5733333333333334
DB08610,0.5733333333333334
DB07942,0.5733333333333334
DB03509,0.5733333333333334
DB01685,0.5733333333333334
DB05575,0.5733333333333334
DB01701,0.5733333333333334
DB14059,0.5733333333333334
DB04429,0.5729545906290092
DB07295,0.5726255476912706
DB08302,0.5713695090439276
DB07715,0.570537084398977
DB07788,0.5703030303030303
DB07395,0.5703030303030303
DB06858,0.57
DB07679,0.5688888888888889
DB02224,0.5682517482517483
DB07500,0.5682517482517483
DB00655,0.5677770628427857
DB08344,0.5670588235294118
DB01513,0.5666666666666667
DB00751,0.5666666666666667
DB07362,0.5666666666666667
DB02765,0.5666666666666667
DB14589,0.5666666666666667
DB11815,0.5666666666666667
DB07223,0.5666666666666667
DB02273,0.5666666666666667
DB12476,0.5666666666666667
DB00952,0.5666666666666667
DB08325,0.5666666666666667
DB09257,0.5666666666666667
DB02491,0.5666666666666667
DB01479,0.5666666666666667
DB00349,0.5666666666666667
DB00790,0.5666666666666667
DB08695,0.5666666666666667
DB14210,0.5666666666666667
DB12221,0.5666666666666667
DB04336,0.5666666666666667
DB07330,0.5666666666666667
DB08008,0.5666666666666667
DB11932,0.5666666666666667
DB08504,0.5666666666666667
DB07560,0.5666666666666667
DB04093,0.5666666666666667
DB07862,0.5666666666666667
DB04189,0.5666666666666667
DB04069,0.5666666666666667
DB07239,0.5666666666666667
DB11666,0.5666666666666667
DB11328,0.5666666666666667
DB13930,0.5666666666666667
DB08470,0.5666666666666667
DB08550,0.5666666666666667
DB11703,0.5666666666666667
DB04030,0.5666666666666667
DB07681,0.5666666666666667
DB03000,0.5666666666666667
DB06697,0.5666666666666667
DB02286,0.5666666666666667
DB13851,0.5666666666666667
DB14583,0.5666666666666667
DB12562,0.5666666666666667
DB06157,0.5666666666666667
DB13958,0.5666666666666667
DB02911,0.5666666666666667
DB05869,0.5666666666666667
DB06944,0.5666666666666667
DB07934,0.5666666666666667
DB03758,0.5636363636363636
DB08119,0.5633333333333334
DB06996,0.5633333333333334
DB06936,0.5633333333333334
DB04232,0.5624806201550387
DB07408,0.5622222222222222
DB01088,0.5622222222222222
DB12472,0.5622222222222222
DB07638,0.5618181818181818
DB06334,0.5616666666666666
DB07180,0.56
DB11681,0.56
DB06626,0.56
DB08211,0.56
DB08742,0.56
DB00380,0.56
DB11468,0.56
DB11296,0.56
DB07670,0.56
DB07463,0.56
DB08197,0.56
DB12680,0.56
DB07027,0.56
DB03926,0.56
DB03882,0.56
DB06727,0.56
DB02060,0.56
DB08005,0.56
DB04177,0.56
DB07528,0.56
DB07666,0.56
DB01530,0.56
DB03671,0.56
DB07847,0.56
DB08170,0.56
DB08003,0.56
DB11684,0.56
DB08365,0.56
DB04059,0.56
DB04356,0.56
DB04345,0.56
DB00825,0.56
DB03453,0.56
DB03949,0.56
DB12970,0.56
DB12111,0.56
DB06967,0.56
DB08447,0.56
DB12440,0.56
DB12907,0.56
DB07406,0.56
DB07665,0.56
DB00665,0.56
DB07158,0.56
DB14557,0.56
DB07689,0.56
DB07791,0.56
DB05608,0.56
DB04796,0.56
DB03878,0.56
DB11735,0.56
DB03077,0.56
DB06272,0.56
DB13866,0.56
DB07650,0.56
DB08175,0.56
DB12050,0.56
DB11921,0.56
DB04368,0.56
DB08522,0.56
DB11344,0.56
DB03868,0.56
DB11362,0.56
DB01914,0.56
DB12234,0.56
DB04076,0.56
DB06471,0.56
DB14716,0.56
DB12818,0.5579487179487179
DB00821,0.5577777777777778
DB00377,0.5570588235294118
DB06929,0.5566666666666666
DB06947,0.5566666666666666
DB07119,0.5558139534883721
DB06864,0.5555555555555555
DB00917,0.5555555555555555
DB07208,0.5555555555555555
DB08737,0.5551515151515151
DB07933,0.5551515151515151
DB04908,0.555
DB11221,0.554918414918415
DB08131,0.5542222222222223
DB03152,0.5533333333333333
DB11638,0.5533333333333333
DB04645,0.5533333333333333
DB09274,0.5533333333333333
DB12523,0.5533333333333333
DB12836,0.5533333333333333
DB08323,0.5533333333333333
DB07924,0.5533333333333333
DB11818,0.5533333333333333
DB07923,0.5533333333333333
DB01136,0.5533333333333333
DB02722,0.5533333333333333
DB04303,0.5533333333333333
DB06729,0.5533333333333333
DB02898,0.5533333333333333
DB07146,0.5533333333333333
DB02451,0.5533333333333333
DB06901,0.5533333333333333
DB03025,0.5533333333333333
DB13072,0.5533333333333333
DB04095,0.5533333333333333
DB05932,0.5533333333333333
DB06263,0.5533333333333333
DB07416,0.5533333333333333
DB02851,0.5533333333333333
DB04039,0.5533333333333333
DB01883,0.5533333333333333
DB01349,0.5533333333333333
DB06893,0.5533333333333333
DB08360,0.5533333333333333
DB09003,0.5533333333333333
DB08141,0.5533333333333333
DB02037,0.5533333333333333
DB07895,0.5533333333333333
DB08222,0.5533333333333333
DB09021,0.5533333333333333
DB11174,0.5533333333333333
DB01034,0.5533333333333333
DB01641,0.5533333333333333
DB03228,0.5533333333333333
DB03417,0.5533333333333333
DB01737,0.5533333333333333
DB03714,0.5533333333333333
DB11957,0.5533333333333333
DB03916,0.5533333333333333
DB04140,0.5533333333333333
DB11940,0.5533333333333333
DB12921,0.5533333333333333
DB13767,0.5533333333333333
DB02116,0.5533333333333333
DB00621,0.5533333333333333
DB12527,0.5533333333333333
DB04771,0.5533333333333333
DB08542,0.5519631093544136
DB07308,0.5503030303030303
DB08975,0.5501449275362319
DB04424,0.55
DB01458,0.5493181818181818
DB07302,0.5488888888888889
DB06926,0.5488888888888889
DB04578,0.5488888888888889
DB00150,0.5475555555555556
DB07229,0.5475555555555556
DB07047,0.5470588235294118
DB07984,0.5466666666666666
DB07873,0.5466666666666666
DB06370,0.5466666666666666
DB06743,0.5466666666666666
DB01691,0.5466666666666666
DB00246,0.5466666666666666
DB04751,0.5466666666666666
DB06744,0.5466666666666666
DB08138,0.5466666666666666
DB06746,0.5466666666666666
DB02578,0.5466666666666666
DB07981,0.5466666666666666
DB06982,0.5466666666666666
DB06856,0.5466666666666666
DB00341,0.5466666666666666
DB06959,0.5466666666666666
DB01623,0.5466666666666666
DB11944,0.5466666666666666
DB07611,0.5466666666666666
DB07641,0.5466666666666666
DB07930,0.5466666666666666
DB11734,0.5466666666666666
DB14000,0.5466666666666666
DB12750,0.5466666666666666
DB08577,0.5466666666666666
DB08659,0.5466666666666666
DB12328,0.5466666666666666
DB08684,0.5466666666666666
DB07814,0.5466666666666666
DB09123,0.5466666666666666
DB13132,0.5466666666666666
DB04532,0.5466666666666666
DB07015,0.5466666666666666
DB11695,0.5466666666666666
DB07783,0.5466666666666666
DB06764,0.5466666666666666
DB08606,0.5466666666666666
DB06801,0.5466666666666666
DB12641,0.5466666666666666
DB08476,0.5466666666666666
DB06843,0.5466666666666666
DB06931,0.5466666666666666
DB03477,0.5466666666666666
DB03569,0.5466666666666666
DB12140,0.5466666666666666
DB02496,0.5466666666666666
DB00189,0.5466666666666666
DB00669,0.5466666666666666
DB07168,0.5466666666666666
DB04646,0.5466666666666666
DB03372,0.5466666666666666
DB01933,0.5466666666666666
DB01760,0.5466666666666666
DB02078,0.5466666666666666
DB02343,0.5466666666666666
DB06307,0.5466666666666666
DB02377,0.5466666666666666
DB06711,0.5466666666666666
DB02767,0.5466666666666666
DB05107,0.5466666666666666
DB02580,0.5466666666666666
DB12725,0.5466666666666666
DB04154,0.5466666666666666
DB02276,0.5466666666666666
DB03223,0.5466666666666666
DB12714,0.5466666666666666
DB11749,0.5434782608695652
DB01058,0.5434782608695652
DB12574,0.5424806201550387
DB07209,0.5422222222222222
DB07076,0.5422222222222222
DB06903,0.5422222222222222
DB12289,0.5422222222222222
DB14736,0.5418181818181819
DB12672,0.5416666666666666
DB04534,0.5416666666666666
DB01428,0.5415850815850816
DB07759,0.541010101010101
DB02871,0.54
DB03663,0.54
DB00643,0.54
DB03587,0.54
DB04602,0.54
DB03479,0.54
DB03338,0.54
DB03225,0.54
DB08009,0.54
DB07571,0.54
DB02529,0.54
DB03735,0.54
DB03007,0.54
DB13312,0.54
DB02008,0.54
DB01084,0.54
DB00914,0.54
DB03967,0.54
DB02140,0.54
DB00911,0.54
DB13059,0.54
DB00425,0.54
DB08357,0.54
DB04512,0.54
DB07479,0.54
DB07716,0.54
DB04082,0.54
DB07926,0.54
DB08309,0.54
DB08831,0.54
DB06635,0.54
DB06605,0.54
DB08633,0.54
DB06282,0.54
DB06091,0.54
DB08493,0.54
DB04094,0.54
DB11730,0.54
DB04021,0.54
DB13259,0.54
DB12218,0.54
DB03739,0.54
DB06684,0.54
DB00117,0.54
DB08024,0.54
DB06992,0.54
DB07319,0.54
DB08382,0.54
DB00918,0.54
DB14665,0.54
DB01958,0.54
DB00125,0.54
DB04776,0.54
DB08927,0.54
DB11833,0.54
DB13323,0.54
DB00700,0.54
DB00683,0.54
DB06195,0.54
DB04306,0.54
DB06609,0.54
DB01177,0.54
DB05421,0.5388888888888889
DB07338,0.5379487179487179
DB07066,0.5373333333333333
